NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
Large room w/California king bed and lots of space,78235784145,unconfirmed,Kyra,Manhattan,Washington Heights,40.85414,-73.93807,United States,US,False,moderate,Private room,2007.0,400.0,80.0,20,2,2021-10-06,0,2.0,2.0,0,,2110
DREAM LOFT - HUGE 5BR APT in prime Chelsea/ Nomad,85395080017,verified,Juliana,Manhattan,Chelsea,40.74493,-73.99213,United States,US,True,strict,Entire home/apt,2006.0,559.0,112.0,1,3,2021-10-06,0,3.0,3.0,232,,2110
ElegantTwo Beds  Room | PRIVATE BATHROOM,79675130133,unconfirmed,Alex,Manhattan,Hell's Kitchen,40.75768,-73.99349,United States,US,True,moderate,Private room,2018.0,58.0,12.0,30,1,2021-10-06,0,3.0,50.0,364,,2110
Prime 2BR Apartment in Ridgewood Near Train!,8438757424,verified,Andrew,Queens,Ridgewood,40.70687,-73.91375,United States,US,False,moderate,Entire home/apt,2007.0,370.0,74.0,28,1,2021-10-06,0,2.0,1.0,180,,2110
King Bed! New York City's newest and best hotel!,51785780601,unconfirmed,Bill,Manhattan,Midtown,40.75058,-73.9846,United States,US,False,flexible,Private room,2004.0,362.0,72.0,1,4,2021-10-06,0,3.0,23.0,27,,2110
Big Comfy Beds & Breakfast on the Deck,64050976549,unconfirmed,Norman,Queens,Bayside,40.7565,-73.7616,United States,US,False,flexible,Entire home/apt,2022.0,1139.0,228.0,30,77,2021-10-05,0,5.0,1.0,299,,2110
1br Loft: Cleaning CDC guidelines implemented,68633710052,unconfirmed,Vida,Brooklyn,Greenpoint,40.72695,-73.94212,United States,US,True,strict,Entire home/apt,2022.0,836.0,167.0,30,7,2021-10-05,0,5.0,28.0,338,,2110
D'nique's NY Lower lvl 1bdrm pad*AC* Heat*St Parkg,8874008946,verified,Vie,Bronx,Eastchester,40.8816,-73.83533,United States,US,True,moderate,Entire home/apt,2017.0,633.0,127.0,2,12,2021-10-05,0,4.0,6.0,324,,2110
[205] 5 min WALK to Times Square,79692698962,verified,Akiko & Cindy,Manhattan,Hell's Kitchen,40.76151,-73.99098,United States,US,True,moderate,Private room,2016.0,118.0,24.0,28,225,2021-10-05,2,2.0,9.0,357,,2110
Room avail in Bowery neighborhood,61021136314,unconfirmed,Josh,Manhattan,Chinatown,40.71602,-73.99499,United States,US,True,strict,Private room,2009.0,614.0,123.0,30,86,2021-10-05,1,5.0,3.0,300,,2110
Location Kali ( rail road room ),27220640058,unconfirmed,Petya,Queens,Astoria,40.75695,-73.91854,United States,US,False,moderate,Private room,2008.0,396.0,79.0,30,16,2021-10-05,0,2.0,19.0,333,,2110
Large 1 Bdrm Apartment in Midwood,10538133573,unconfirmed,Jonathan,Brooklyn,Sheepshead Bay,40.60489,-73.95423,United States,US,False,flexible,Entire home/apt,2013.0,800.0,160.0,5,17,2021-10-05,0,2.0,1.0,0,,2110
Sunny Bedroom in Williamsburg w/ Private Terrace,71866079695,unconfirmed,Margaux,Brooklyn,Williamsburg,40.71626,-73.95535,United States,US,False,moderate,Private room,2015.0,774.0,155.0,6,9,2021-10-05,0,5.0,1.0,0,,2110
Sunny & Spacious - Private Master Bedroom near JFK,93383933108,verified,Pearl,Brooklyn,Crown Heights,40.67129,-73.93253,United States,US,True,moderate,Private room,2016.0,327.0,65.0,30,56,2021-10-05,1,2.0,1.0,58,,2110
Large 🌞 East Village Apt! Fresh designs!,47502699330,unconfirmed,Emily,Manhattan,East Village,40.72637,-73.98367,United States,US,True,moderate,Entire home/apt,2011.0,149.0,30.0,1,52,2021-10-05,0,3.0,1.0,325,,2110
Renovated. Nice & clean 1/F RM in Brooklyn! Near Train Sta,32559100279,verified,Kaz,Brooklyn,Bushwick,40.69207,-73.91186,United States,US,False,strict,Private room,2013.0,262.0,52.0,30,5,2021-10-05,0,4.0,161.0,338,,2110
Cozy apt with washer dryer  in trendy Williamsburg,78379648768,verified,Vanessa,Brooklyn,Williamsburg,40.70811,-73.9503,United States,US,True,moderate,Entire home/apt,2021.0,754.0,151.0,30,13,2021-10-05,0,2.0,3.0,69,,2110
Luxury ADA King Room,27788181181,verified,Park Central,Manhattan,Midtown,40.76462,-73.98319,United States,US,False,moderate,Private room,2013.0,62.0,12.0,1,23,2021-10-05,1,3.0,7.0,326,,2110
"Staypineapple New York, Cosmo Connectors",57409799180,unconfirmed,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,False,flexible,Private room,2020.0,714.0,143.0,1,13,2021-10-05,0,3.0,18.0,91,,2110
COZY 1 BEDROOM APT MINUTES TO CITY!,30049178904,unconfirmed,Rosa,Queens,Ridgewood,40.70303,-73.90756,United States,US,True,moderate,Entire home/apt,2008.0,1058.0,212.0,30,1,2021-10-05,0,3.0,2.0,336,,2110
"Sunny 4BR/2BA Duplex in Bushwick, near J train 3-4",89125551674,verified,Carmen,Brooklyn,Bedford-Stuyvesant,40.68704,-73.91952,United States,US,True,strict,Private room,2021.0,140.0,28.0,45,1,2021-10-05,0,3.0,2.0,0,,2110
Court Apartment,81330963937,unconfirmed,Herman,Brooklyn,Carroll Gardens,40.68538,-73.99329,United States,US,True,strict,Entire home/apt,2016.0,362.0,72.0,30,1,2021-10-05,0,2.0,1.0,0,,2110
Sunny Oasis in Brooklyn,51462733759,verified,Aditi,Brooklyn,Greenpoint,40.72671,-73.94051,United States,US,True,strict,Entire home/apt,2006.0,785.0,157.0,5,1,2021-10-05,0,2.0,1.0,0,,2110
Unique & beautiful design! Skylights-Washer/dryer,71756116329,unconfirmed,Elisabeth,Brooklyn,Crown Heights,40.67342,-73.91501,United States,US,True,flexible,Private room,2003.0,870.0,174.0,30,3,2021-10-05,0,2.0,4.0,214,,2110
"""33"" amazing apartment in with fireplace",10633268693,unconfirmed,Nova,Manhattan,Kips Bay,40.744228,-73.976944,United States,US,True,flexible,Entire home/apt,2013.0,693.0,139.0,1,6,2021-10-05,0,5.0,9.0,350,,2110
New 1BR~Gramercy~W/D~ Privet + Shared Outdoor!!,93361422004,unconfirmed,Jt,Manhattan,Kips Bay,40.73891,-73.98132,United States,US,False,flexible,Entire home/apt,2008.0,564.0,113.0,30,5,2021-10-05,0,2.0,59.0,179,,2110
Great room in Brooklyn!,18158212317,unconfirmed,Ana,Brooklyn,Crown Heights,40.66605,-73.9338,United States,US,False,strict,Private room,2013.0,399.0,80.0,30,3,2021-10-05,0,5.0,11.0,294,,2110
BEAUTIFUL  GARDEN APARTMENT,32218082652,verified,Jack,Brooklyn,Park Slope,40.67186,-73.97254,United States,US,True,strict,Entire home/apt,2015.0,506.0,101.0,5,2,2021-10-05,0,2.0,2.0,205,,2110
Apartment in upper manhattan,50978176883,unconfirmed,Odalina,Manhattan,Washington Heights,40.85728,-73.92788,United States,US,False,moderate,Entire home/apt,2009.0,158.0,32.0,1,11,2021-10-05,1,2.0,1.0,95,,2110
3BR best location 1.5 bth fully furnished,35344575835,unconfirmed,Fabienne,Manhattan,Kips Bay,40.74138,-73.98212,United States,US,False,strict,Entire home/apt,2009.0,97.0,19.0,30,1,2021-10-05,0,4.0,4.0,356,,2110
Lovely Little Brooklyn Bedroom,81425622534,verified,Laurel,Brooklyn,Bushwick,40.69376,-73.91066,United States,US,True,flexible,Private room,2010.0,707.0,141.0,4,6,2021-10-05,0,3.0,4.0,125,,2110
Sundrenched Cozy Studio With a Huge Private Patio,62326379696,unconfirmed,Rachel,Queens,Long Island City,40.74553,-73.94538,United States,US,False,flexible,Entire home/apt,2004.0,387.0,77.0,2,2,2021-10-05,0,2.0,1.0,179,,2110
Beautiful Apartment in the heart of Brooklyn,30385046054,unconfirmed,Anthony,Brooklyn,Greenpoint,40.72774,-73.95776,United States,US,False,moderate,Entire home/apt,2010.0,853.0,171.0,7,4,2021-10-05,0,3.0,1.0,314,,2110
♔ Quant CrashPad NextTo Subway/Pratt/BarclayCenter,29105366724,verified,Sukhjit,Brooklyn,Bedford-Stuyvesant,40.68692,-73.95577,United States,US,False,strict,Private room,2021.0,329.0,66.0,3,1,2021-10-05,0,5.0,10.0,365,,2110
Beautiful 2-bedroom Williamsburg Apartment,87683997181,unconfirmed,Alessio,Brooklyn,Williamsburg,40.7145,-73.95989,United States,US,False,strict,Entire home/apt,2021.0,869.0,174.0,30,3,2021-10-04,0,2.0,1.0,340,,2110
beautiful brownstone,5013865789,verified,Ileta Linda,Brooklyn,Bedford-Stuyvesant,40.68371,-73.95058,United States,US,False,flexible,Entire home/apt,2014.0,1148.0,230.0,30,246,2021-10-04,2,5.0,1.0,292,,2110
[206] 5 min WALK to Times Square,85282470995,unconfirmed,Akiko & Cindy,Manhattan,Hell's Kitchen,40.76179,-73.99074,United States,US,False,strict,Private room,2019.0,670.0,134.0,28,243,2021-10-04,2,3.0,9.0,364,,2110
Beautiful second floor Beach House,41650295880,verified,Joe,Queens,Belle Harbor,40.58003,-73.84265,United States,US,True,flexible,Entire home/apt,2022.0,1119.0,224.0,30,105,2021-10-04,1,5.0,7.0,262,,2110
Super cozy room ! Very conveniently located .,19531106650,verified,Nicole,Manhattan,Chelsea,40.74283,-73.99589,United States,US,True,flexible,Private room,2007.0,981.0,196.0,30,18,2021-10-04,0,5.0,1.0,122,,2110
Large junior 1 bedroom  suite in Midtown Manhattan,79070004664,unconfirmed,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,United States,US,False,strict,Entire home/apt,2022.0,463.0,93.0,30,3,2021-10-04,0,5.0,83.0,364,,2110
Comfy Bushwick,57897642169,unconfirmed,Hupeto,Brooklyn,Bushwick,40.68949,-73.91723,United States,US,True,strict,Entire home/apt,2008.0,106.0,21.0,3,54,2021-10-04,1,5.0,3.0,4,,2110
"Bright, charming Fort Greene studio",65058654058,verified,Jaclyn,Brooklyn,Fort Greene,40.6889,-73.97916,United States,US,False,flexible,Entire home/apt,2004.0,107.0,21.0,4,5,2021-10-04,0,2.0,1.0,0,,2110
"CLEAN, SAFE, AFFORDABLE",11163994991,verified,Elenora And Jason,Brooklyn,Flatlands,40.62169,-73.92566,United States,US,True,moderate,Private room,2008.0,399.0,80.0,3,28,2021-10-04,0,3.0,2.0,82,,2110
"Hotel 48 Lex, Terrace Salon",52227629833,unconfirmed,48Lex,Manhattan,Midtown,40.75198,-73.96978,United States,US,False,strict,Private room,2007.0,699.0,140.0,1,1,2021-10-04,0,4.0,11.0,313,,2110
Emmy’s Place - Master Suite,63579681364,verified,Emelia,Queens,Rosedale,40.65697,-73.73013,United States,US,True,moderate,Private room,2004.0,886.0,177.0,30,54,2021-10-04,1,3.0,4.0,66,,2110
Amazing East Village 1BR at a Fantastic location,58247284207,unconfirmed,Raanan,Manhattan,East Village,40.72794,-73.98324,United States,US,True,flexible,Entire home/apt,2022.0,762.0,152.0,30,1,2021-10-04,0,2.0,10.0,132,,2110
Charming Furnished Suite Sutton Pl/Midtown East #2,412737728,unconfirmed,Benjamin,Manhattan,Midtown,40.76019,-73.96402,United States,US,True,strict,Entire home/apt,2012.0,341.0,68.0,30,2,2021-10-04,0,4.0,3.0,136,,2110
Brooklyn Gem. Near all major hospitals,51674846112,unconfirmed,Louise,Brooklyn,East Flatbush,40.65387,-73.92602,United States,US,True,moderate,Private room,2016.0,807.0,161.0,2,1,2021-10-04,0,3.0,2.0,88,,2110
"UES charming, spacious  first floor walk up",42584025181,unconfirmed,Cory,Manhattan,Upper East Side,40.77977,-73.9558,United States,US,False,strict,Entire home/apt,2009.0,898.0,180.0,5,6,2021-10-04,0,5.0,1.0,2,,2110
Relaxing bedroom 15 minutes from times square,33775241065,verified,Fallon,Manhattan,East Harlem,40.80876,-73.94038,United States,US,False,strict,Private room,2013.0,362.0,72.0,2,6,2021-10-04,0,5.0,1.0,17,,2110
Cozy apartment in heart of Manhattan!!,39708381790,unconfirmed,Mira,Manhattan,Murray Hill,40.74953,-73.97802,United States,US,False,moderate,Entire home/apt,2010.0,301.0,60.0,4,7,2021-10-04,0,3.0,3.0,0,,2110
Oasis space in New York most artistic Bushwick,71559268569,unconfirmed,Kosmopolitan,Brooklyn,Bushwick,40.70072,-73.92543,United States,US,True,flexible,Private room,2021.0,490.0,98.0,3,1,2021-10-04,0,3.0,8.0,0,,2110
Brooklyn Design Loft,12256028167,unconfirmed,Nicole,Brooklyn,Williamsburg,40.70571,-73.93284,United States,US,True,moderate,Entire home/apt,2015.0,1119.0,224.0,30,65,2021-10-03,0,3.0,1.0,28,,2110
Curated 1BR on the prettiest block of the LES,47701104022,unconfirmed,Rj,Manhattan,Lower East Side,40.71937,-73.98387,United States,US,True,flexible,Entire home/apt,2013.0,1196.0,239.0,30,37,2021-10-03,0,4.0,1.0,63,,2110
Sunlit apartment in Williamsburg,26331146053,unconfirmed,Jae,Brooklyn,Williamsburg,40.71218,-73.95169,United States,US,False,strict,Entire home/apt,2003.0,508.0,102.0,30,227,2021-10-03,2,4.0,2.0,78,,2110
garden view  / female guest,89186302847,verified,Ruth,Queens,Flushing,40.75605,-73.82007,United States,US,False,flexible,Private room,2008.0,524.0,105.0,30,53,2021-10-03,0,4.0,7.0,256,,2110
"Comfy, Cozy, & Creative Apartment",6179849076,verified,Jasmine,Manhattan,Washington Heights,40.85791,-73.92709,United States,US,False,flexible,Entire home/apt,2010.0,72.0,14.0,30,6,2021-10-03,0,3.0,1.0,280,,2110
"Beautiful Apt x Rent in Astoria, NY",12733313374,unconfirmed,Jeanny,Queens,Long Island City,40.76514,-73.93361,United States,US,False,strict,Entire home/apt,2013.0,164.0,33.0,30,32,2021-10-03,0,2.0,3.0,254,,2110
[302] 5 min WALK to Times Square,37576951940,verified,Akiko & Cindy,Manhattan,Hell's Kitchen,40.75987,-73.99099,United States,US,False,moderate,Private room,2018.0,133.0,27.0,28,245,2021-10-03,3,3.0,9.0,340,,2110
BKLYN'S Best 3BR Townhouse  W/Garden,10659400600,verified,Shane & Nicole,Brooklyn,Gowanus,40.68385,-73.98655,United States,US,False,strict,Entire home/apt,2017.0,976.0,195.0,30,23,2021-10-03,0,5.0,4.0,288,,2110
Great Loft Steps From All Williamsburg Hotels,55144255379,verified,Erica,Brooklyn,Williamsburg,40.71931,-73.95953,United States,US,True,moderate,Entire home/apt,2016.0,794.0,159.0,30,62,2021-10-03,0,2.0,2.0,365,,2110
NYC  Garden apartment next to trains/restaurants,44220821516,unconfirmed,Beatrice,Brooklyn,Kensington,40.64317,-73.97358,United States,US,False,flexible,Entire home/apt,2010.0,914.0,183.0,30,79,2021-10-03,1,2.0,1.0,150,,2110
Home away from home. Contemporary!,22276160424,verified,Patrick,Queens,Jackson Heights,40.75294,-73.87582,United States,US,True,strict,Entire home/apt,2009.0,261.0,52.0,4,15,2021-10-03,0,4.0,1.0,0,,2110
"Location near Kissena Blvd. & Holly Ave., Flushing",8749147558,unconfirmed,Maverick,Queens,Flushing,40.74945,-73.8201,United States,US,True,moderate,Private room,2021.0,72.0,14.0,30,22,2021-10-03,0,5.0,1.0,365,,2110
Relaxing Brownstone One Bedroom,83527033151,unconfirmed,Paul,Brooklyn,Bedford-Stuyvesant,40.689,-73.95224,United States,US,True,flexible,Entire home/apt,2004.0,775.0,155.0,2,50,2021-10-03,0,2.0,1.0,0,,2110
Cozy and Quiet.,87472677462,verified,Roland,Queens,Jamaica,40.67058,-73.77423,United States,US,False,strict,Private room,2016.0,224.0,45.0,1,74,2021-10-03,1,3.0,3.0,27,,2110
Loft Room @ Creatives Abode (cat lovers only),45227269317,unconfirmed,Karina,Brooklyn,Bedford-Stuyvesant,40.69083,-73.93836,United States,US,False,strict,Private room,2021.0,723.0,145.0,30,10,2021-10-03,0,3.0,4.0,365,,2110
Spacious room in prime Willyb! Steps 2 Bedford L,33679795062,unconfirmed,Katie,Brooklyn,Williamsburg,40.71717,-73.9571,United States,US,False,strict,Private room,2014.0,297.0,59.0,30,25,2021-10-03,0,5.0,2.0,0,,2110
"Studio Apt, one block from Central Park, W 69th St",74194231935,verified,Barry,Manhattan,Upper West Side,40.77675,-73.98136,United States,US,True,moderate,Entire home/apt,2005.0,255.0,51.0,30,6,2021-10-03,0,3.0,5.0,155,,2110
PLEASE READ LISTING BEFORE BOOKING Suite 10017,42580902504,unconfirmed,Sharon,Brooklyn,Canarsie,40.63474,-73.88756,United States,US,False,strict,Entire home/apt,2004.0,787.0,157.0,2,163,2021-10-03,4,2.0,1.0,0,,2110
Modern and Spacious Brooklyn Apartment,3204096481,unconfirmed,Veronica,Brooklyn,Bedford-Stuyvesant,40.69016,-73.93912,United States,US,True,strict,Entire home/apt,2009.0,463.0,93.0,30,60,2021-10-03,1,4.0,1.0,5,,2110
"Bright Large Room, great location, backyard",39501212624,unconfirmed,Victor,Bronx,Fordham,40.86648,-73.8888,United States,US,True,moderate,Private room,2004.0,484.0,97.0,30,16,2021-10-03,0,5.0,4.0,0,,2110
Bedroom w full kitchen & living room - no stairs!,60925089086,unconfirmed,Ben,Brooklyn,Williamsburg,40.71027,-73.94875,United States,US,False,strict,Private room,2013.0,628.0,126.0,3,17,2021-10-03,0,4.0,3.0,357,,2110
Premier King Room Central Park,45657503093,verified,Park Central,Manhattan,Midtown,40.76462,-73.98319,United States,US,True,flexible,Private room,2009.0,620.0,124.0,1,105,2021-10-03,3,2.0,7.0,365,,2110
Garden flat with patio in New York most artistic,57751218236,unconfirmed,Marc,Brooklyn,Bushwick,40.70035,-73.92516,United States,US,False,strict,Entire home/apt,2003.0,840.0,168.0,30,18,2021-10-03,0,4.0,4.0,227,,2110
The Residences at W New York - Downtown - Apt 27E,59058242474,verified,Zeus,Manhattan,Financial District,40.71024,-74.01439,United States,US,True,moderate,Entire home/apt,2018.0,125.0,25.0,30,5,2021-10-03,0,3.0,34.0,363,,2110
Bright one Bedroom with European Flair,30011838461,verified,Lina,Brooklyn,Bedford-Stuyvesant,40.67859,-73.94757,United States,US,False,flexible,Entire home/apt,2014.0,445.0,89.0,30,2,2021-10-03,0,5.0,3.0,0,,2110
Beautiful and luxury 1BR in Murray Hill,93723837112,unconfirmed,Avi,Manhattan,Kips Bay,40.74293,-73.97318,United States,US,False,strict,Entire home/apt,2012.0,61.0,12.0,30,2,2021-10-03,0,4.0,63.0,248,,2110
"Murray Hill Studio near Bryant Park, Grand Central",17694884571,unconfirmed,Ken,Manhattan,Murray Hill,40.74896,-73.98166,United States,US,True,strict,Entire home/apt,2021.0,614.0,123.0,30,1,2021-10-03,0,4.0,86.0,293,,2110
Studio Apartment in the Heart of Midtown Manhattan,98289701949,verified,Ken,Manhattan,Midtown,40.75686,-73.97991,United States,US,True,flexible,Entire home/apt,2013.0,1171.0,234.0,30,1,2021-10-03,0,5.0,86.0,330,,2110
Murray Hill - Hard to come by - 2b/1b,947988580,verified,Daia,Manhattan,Murray Hill,40.74597,-73.97647,United States,US,False,moderate,Entire home/apt,2009.0,508.0,102.0,30,1,2021-10-03,0,2.0,25.0,72,,2110
"Home For Medical Professionals - ""Titanium""",74999004148,verified,Stat,Brooklyn,East Flatbush,40.66105,-73.93396,United States,US,False,flexible,Private room,2019.0,273.0,55.0,6,2,2021-10-03,0,4.0,52.0,309,,2110
626 10th Avenue-3 Bedrooms 2 bathrooms apartment,64951163074,verified,Jeniffer,Manhattan,Hell's Kitchen,40.76085,-73.99287,United States,US,False,flexible,Entire home/apt,2017.0,1110.0,222.0,30,1,2021-10-03,0,3.0,186.0,238,,2110
Arlo Midtown - Accessible Two Double Room,36359263001,verified,Arlo,Manhattan,Hell's Kitchen,40.75492,-73.99453,United States,US,False,strict,Private room,2021.0,657.0,131.0,1,1,2021-10-03,0,5.0,6.0,88,,2110
Big Private Studio Queens NY St. John’s University,9847591711,verified,Andrew,Queens,Jamaica Estates,40.72001,-73.79681,United States,US,True,flexible,Entire home/apt,2022.0,852.0,170.0,30,1,2021-10-03,0,5.0,7.0,63,,2110
"2 Bedroom House with Ocean Views, 1 Block to Beach",3994937537,unconfirmed,Michael,Queens,Arverne,40.59056,-73.79284,United States,US,True,strict,Entire home/apt,2015.0,207.0,41.0,7,3,2021-10-03,0,2.0,1.0,0,,2110
"Top Floor 1Br penthouse with large Patio ,Ac ,direct access to Amazing Roof 


Laundry in building 

8 mints from A C trains, 11 mints from J train",59718680815,verified,Erik,Brooklyn,Bedford-Stuyvesant,40.68494,-73.92947,United States,US,True,moderate,Entire home/apt,2022.0,304.0,61.0,30,1,2021-10-03,0,5.0,1.0,102,,2110
"Williamsburg 2 bed, with balconies and roof access",87198858563,verified,Mark,Brooklyn,Williamsburg,40.71809,-73.94623,United States,US,False,moderate,Entire home/apt,2006.0,361.0,72.0,4,4,2021-10-03,0,2.0,1.0,12,,2110
Luxurious 2bedroom/2.5bath NYC midtown paradise!!,62154099470,unconfirmed,Aaron,Manhattan,Murray Hill,40.75021,-73.97946,United States,US,True,strict,Entire home/apt,2013.0,1138.0,228.0,2,1,2021-10-03,0,4.0,1.0,355,,2110
Top floor 1 bedroom soho/nolita,72826059024,unconfirmed,Raynald,Manhattan,SoHo,40.72169,-73.99741,United States,US,False,flexible,Entire home/apt,2020.0,635.0,127.0,30,81,2021-10-02,0,5.0,1.0,302,,2110
Upper East  Beautiful Studio near NYC Hospitals,71800888819,unconfirmed,The Local Stay,Manhattan,Upper East Side,40.78248,-73.94643,United States,US,False,strict,Entire home/apt,2019.0,51.0,10.0,30,18,2021-10-02,0,3.0,48.0,333,,2110
"Home For Medical Professionals - ""Purlicue""",4004141556,unconfirmed,Stat,Brooklyn,East Flatbush,40.66078,-73.93538,United States,US,True,flexible,Private room,2010.0,1077.0,215.0,6,2,2021-10-02,0,5.0,52.0,309,,2110
Room in Bright & Maximalist Artist Flat,36592294591,unconfirmed,Julie,Brooklyn,Bushwick,40.69676,-73.90974,United States,US,True,flexible,Private room,2022.0,980.0,196.0,5,4,2021-10-02,0,2.0,1.0,15,,2110
Backyard! Covered Porch w/ Swing & Outdoor Dining,66214812808,verified,Rachel And Bart,Brooklyn,Greenpoint,40.72607,-73.95153,United States,US,False,moderate,Entire home/apt,2004.0,1114.0,223.0,3,182,2021-10-02,2,4.0,2.0,1,,2110
Clean and Comfortable Place to Rest in NYC!,14375096415,verified,Mike,Manhattan,Harlem,40.80406,-73.95206,United States,US,True,flexible,Private room,2018.0,568.0,114.0,2,122,2021-10-02,2,4.0,1.0,0,,2110
First floor #7,53937356598,unconfirmed,Frank,Brooklyn,Greenpoint,40.71917,-73.9497,United States,US,False,strict,Private room,2006.0,1120.0,224.0,30,10,2021-10-02,0,4.0,7.0,365,,2110
A Lovely Room to Stay in the Heart of Manhattan,65009731746,verified,Kaz,Manhattan,Harlem,40.81253,-73.94372,United States,US,True,moderate,Private room,2004.0,325.0,65.0,30,9,2021-10-02,0,4.0,161.0,334,,2110
"One bedroom apartment in Brooklyn, NY",88232482315,unconfirmed,Owen,Brooklyn,Park Slope,40.68245,-73.97713,United States,US,True,strict,Entire home/apt,2020.0,541.0,108.0,31,10,2021-10-02,0,4.0,1.0,192,,2110
"AMAZING, UNIQUE, ONE OF A KIND VILLAGE APARTMENT!",26504205905,unconfirmed,Marina,Manhattan,West Village,40.73412,-74.00506,United States,US,False,moderate,Entire home/apt,2015.0,965.0,193.0,30,41,2021-10-02,1,4.0,1.0,255,,2110
Lux room with own bath > 61st sta+Manhattan.,88305267219,verified,Kaz,Queens,Woodside,40.74466,-73.90635,United States,US,True,moderate,Private room,2014.0,930.0,186.0,30,4,2021-10-02,0,5.0,161.0,337,,2110
"Airy Bedroom 2, Red Hook Pied-à-terre",11228671040,verified,Steve,Brooklyn,Red Hook,40.68017,-74.01165,United States,US,False,moderate,Private room,2008.0,170.0,34.0,2,27,2021-10-02,0,2.0,2.0,0,,2110
The Residences at W New York - Downtown - Apt 29H,2972627738,unconfirmed,Zeus,Manhattan,Financial District,40.71014,-74.01454,United States,US,False,strict,Entire home/apt,2014.0,715.0,143.0,30,3,2021-10-02,0,3.0,34.0,0,,2110
18-1 Comfortable Quality Cribs,74197679773,unconfirmed,Quality,Queens,Far Rockaway,40.60527,-73.74962,United States,US,True,strict,Entire home/apt,2013.0,122.0,24.0,30,4,2021-10-02,0,2.0,6.0,365,,2110
"Sunny, quiet & cozy apartment, 30 min to Manhattan",20920625923,unconfirmed,Diego,Brooklyn,Sunset Park,40.63996,-74.02032,United States,US,False,strict,Entire home/apt,2004.0,108.0,22.0,3,4,2021-10-02,0,2.0,1.0,362,,2110
"Cozy, Luxury, Modern Stone Chelsea Apartment",66751433967,unconfirmed,Alberto,Manhattan,Chelsea,40.74408,-74.0027,United States,US,True,flexible,Entire home/apt,2016.0,137.0,27.0,30,1,2021-10-02,0,5.0,1.0,0,,2110
Centrally Located Chic Manhattan Apartment,74183298633,verified,Brandi,Manhattan,Kips Bay,40.74471,-73.97706,United States,US,True,moderate,Entire home/apt,2014.0,947.0,189.0,30,2,2021-10-02,0,5.0,1.0,217,,2110
Spacious Studio near Chrysler Building,97333715890,unconfirmed,Stanley,Manhattan,Murray Hill,40.75013,-73.97602,United States,US,True,moderate,Entire home/apt,2022.0,322.0,64.0,30,1,2021-10-02,0,2.0,83.0,302,,2110
Private room on 2nd floor at  rockaway  beach,46090559310,verified,Carmen,Queens,Rockaway Beach,40.58522,-73.81943,United States,US,False,strict,Private room,2009.0,694.0,139.0,30,1,2021-10-02,0,4.0,4.0,88,,2110
"Beautiful, spacious 2 bedroom — Prime Williamsburg",59939787759,unconfirmed,Abby,Brooklyn,Williamsburg,40.71115,-73.95462,United States,US,False,moderate,Entire home/apt,2016.0,455.0,91.0,3,4,2021-10-02,0,4.0,1.0,0,,2110
Central Park Apartments Furnished Studio Apts- 33,82449098217,unconfirmed,JRAC Manhattan Realty,Manhattan,Upper West Side,40.79673,-73.962547,United States,US,False,moderate,Entire home/apt,2010.0,1068.0,214.0,30,1,2021-10-02,0,5.0,34.0,152,,2110
Good location apartment in Sunnyside!!,64220269891,unconfirmed,Momoyo,Queens,Sunnyside,40.74012,-73.92727,United States,US,True,moderate,Private room,2018.0,1128.0,226.0,30,1,2021-10-02,0,4.0,126.0,30,,2110
Most Central Location!,46791844583,verified,Lara Nicole,Manhattan,Hell's Kitchen,40.7672,-73.98464,United States,US,True,strict,Private room,2012.0,412.0,82.0,28,68,2021-10-01,0,4.0,4.0,364,,2110
BEST DEAL IN CHELSEA 1 bdrm NYC,88266519142,verified,Anton,Manhattan,Chelsea,40.7401,-74.00019,United States,US,False,flexible,Entire home/apt,2021.0,491.0,98.0,30,35,2021-10-01,0,3.0,1.0,30,,2110
lovely private room in South Park Slope,87274090517,verified,Sing,Brooklyn,Sunset Park,40.66272,-73.98913,United States,US,True,moderate,Private room,2013.0,335.0,67.0,30,8,2021-10-01,0,2.0,2.0,309,,2110
3 Bedroom Duplex/ 2 Baths and 2 LR,96477736280,unconfirmed,Brendan,Brooklyn,Bushwick,40.68769,-73.91286,United States,US,True,moderate,Entire home/apt,2019.0,359.0,72.0,30,49,2021-10-01,0,2.0,4.0,324,,2110
Luxury Furnished 1 BR Apartment  UWS,85840758384,unconfirmed,Izi,Manhattan,Upper West Side,40.78741,-73.97321,United States,US,False,flexible,Entire home/apt,2013.0,182.0,36.0,30,12,2021-10-01,0,4.0,8.0,253,,2110
Private room in Prime Soho/Nolita location,78022602536,verified,Sky,Manhattan,Nolita,40.72146,-73.99737,United States,US,True,strict,Private room,2003.0,195.0,39.0,5,52,2021-10-01,0,5.0,3.0,54,,2110
1BR Loft: Cleaning CDC guidelines implemented,51082303570,verified,Vida,Brooklyn,Greenpoint,40.72783,-73.94175,United States,US,False,flexible,Entire home/apt,2018.0,182.0,36.0,30,5,2021-10-01,0,4.0,28.0,341,,2110
